ubigeo,n_edificios,area_construida_m2,confianza_media,area_distrito_km2,densidad_edificios_km2
010603,1024,78117.29402399063,0.7773685542633757,181.48296045031603,5.642402997279389
010604,2548,250286.08043043822,0.7826832025494643,77.94942085017809,32.68786313239399
010605,1135,91431.85511231422,0.7887241407112928,617.147926479489,1.8391052635866254
010606,1227,118257.28069543839,0.7831927459708248,82.55798926035968,14.862280573845633
010607,1551,133469.04075050354,0.788245002966708,203.34905834244685,7.627278988369163
010608,648,46860.81762313843,0.7767100304733088,43.12711135727253,15.025351330207458
010609,1789,137094.26073646545,0.780847177250949,226.0570325289608,7.913932072742776
010610,435,36070.063195705414,0.7887549427734024,20.30667739769547,21.421525121060256
010611,451,37618.500338077545,0.7905811531316415,19.529774280480925,23.092944829923248
010612,409,21984.454152584076,0.8066863080983057,864.9969785883206,0.47283402153321974
010701,37856,3245112.3846431505,0.7997161348288153,730.6154210606622,51.81385296390679
010702,19574,1527914.9309355943,0.7995321904996618,1806.6398059020653,10.834478425668582
010703,7213,522964.6256556343,0.7885754885363476,302.19334231703635,23.86882498699364
010704,6058,452845.97207164764,0.7969244137952414,308.32915822242046,19.64783361692286
010705,4941,383563.908241272,0.7939247520219409,351.9059648549711,14.040682720556626
010706,6339,510274.68557310104,0.7906804388583807,365.734077816946,17.332265119611687
010707,1767,141266.45541000366,0.7889112055672719,135.874677924133,13.004630641970111
020101,33903,2414800.7390246573,0.7680488718567606,424.4181882023747,79.88111947698641
020102,1782,91983.8790345192,0.7717005612472894,138.83615656432514,12.835273203305432
020103,578,35744.94337320328,0.7776425598401925,52.23101712829989,11.066221409784248
020104,2453,148314.9670996666,0.7783099055727598,209.71715158951548,11.696706642293698
020105,53275,3497918.626615078,0.769582303061501,346.95777972588365,153.54894201274368
020106,6333,362140.6105975113,0.7712333331397222,62.52131586185906,101.293453483813
020107,1057,61140.24776887894,0.767982970461489,148.98721132555065,7.094568658583444
020108,4140,216227.98448824883,0.7709802893192872,231.72668452602056,17.865875086712855
020109,2273,128414.32785320282,0.7770195339830552,353.11808595790245,6.436940191930525
020110,4161,241722.67732930183,0.7794521026415367,168.81972896275565,24.647593178626554
020111,3603,185801.441511631,0.7787053561561346,262.3386442157866,13.734156516553288
020112,7392,475755.7663530384,0.7727019210946766,117.63125010297999,62.840444129673806
020201,2925,184975.78557109833,0.7644090252656203,163.0855493900086,17.935372023704264
